,idade,dias_semana,horas_semana,grupo_estudos,ic,trabalho_TI,periodo_trabalho,media_final
64,26.0,4.0,5.0,1.0,0.0,0.0,1.0,3.5273772130153134
65,37.0,2.0,17.0,1.0,1.0,0.0,0.0,4.7121035567327665
66,33.0,3.0,23.0,0.0,1.0,1.0,1.0,8.877275817097352
67,22.0,3.0,15.0,1.0,1.0,0.0,1.0,3.907202076953784
68,27.0,3.0,9.0,0.0,0.0,0.0,1.0,0.922536927274181
69,27.0,3.0,17.0,1.0,0.0,1.0,1.0,6.578533105470896
70,26.0,5.0,10.0,1.0,0.0,0.0,1.0,4.447095705632627
71,22.0,2.0,21.0,0.0,0.0,0.0,1.0,5.288285480647164
72,24.0,4.0,15.0,0.0,0.0,1.0,1.0,7.915256955885706
73,42.0,5.0,10.0,1.0,0.0,1.0,2.0,6.824891455829029
74,29.0,4.0,9.0,1.0,1.0,0.0,1.0,5.132523727812295
75,17.0,1.0,14.0,0.0,1.0,1.0,2.0,3.0509541532650712
76,33.0,2.0,21.0,1.0,0.0,0.0,2.0,5.502925042113298
77,31.0,2.0,16.0,0.0,0.0,0.0,1.0,4.1047697355854185
78,25.0,4.0,14.0,1.0,1.0,0.0,1.0,5.0323706974922695
79,32.0,4.0,18.0,0.0,1.0,0.0,1.0,6.84208026730063
80,32.0,3.0,17.0,1.0,0.0,1.0,1.0,6.2297549264170415
81,31.0,3.0,20.0,1.0,0.0,1.0,1.0,6.987370094116548
82,29.0,1.0,23.0,0.0,0.0,0.0,1.0,5.006924121819126
83,31.0,2.0,16.0,0.0,0.0,0.0,1.0,4.323257364871676
84,31.0,4.0,21.0,0.0,0.0,0.0,1.0,6.938587204345117
85,30.0,2.0,12.0,0.0,0.0,1.0,1.0,4.729375190734372
86,34.0,5.0,20.0,1.0,0.0,0.0,1.0,6.948408177091208
87,36.0,3.0,19.0,0.0,0.0,1.0,1.0,6.7277820806666275
88,27.0,2.0,26.0,1.0,0.0,1.0,1.0,7.109272088288316
89,27.0,5.0,14.0,1.0,0.0,0.0,1.0,4.4905228314152
90,30.0,3.0,20.0,0.0,1.0,1.0,0.0,6.088667841990082
91,27.0,3.0,19.0,0.0,0.0,1.0,1.0,5.87519479934106
92,34.0,1.0,14.0,0.0,1.0,0.0,0.0,0.0
93,26.0,2.0,16.0,1.0,0.0,1.0,2.0,4.2569397838384395
94,34.0,3.0,18.0,0.0,0.0,0.0,1.0,5.198586350366579
95,27.0,4.0,18.0,0.0,1.0,1.0,2.0,8.412616458580857
96,36.0,2.0,18.0,1.0,0.0,1.0,1.0,6.769676941233691
97,22.0,3.0,22.0,1.0,0.0,0.0,2.0,6.37292140682099
98,34.0,4.0,16.0,1.0,0.0,1.0,0.0,7.072811537348175
99,36.0,4.0,11.0,1.0,1.0,1.0,0.0,5.792062495420519
100,35.0,1.0,22.0,0.0,1.0,0.0,2.0,2.6148582176076998
101,38.0,4.0,17.0,0.0,0.0,0.0,1.0,6.2327628486053515
102,29.0,3.0,21.0,1.0,0.0,0.0,0.0,5.791774425807682
103,30.0,2.0,19.0,1.0,0.0,1.0,1.0,5.611614236756948
104,25.0,3.0,10.0,0.0,0.0,1.0,1.0,4.351152942698134
105,28.0,3.0,15.0,0.0,1.0,1.0,2.0,6.214589986088351
106,32.0,3.0,13.0,0.0,0.0,0.0,1.0,4.001224716419673
107,24.0,2.0,5.0,0.0,0.0,0.0,1.0,0.6930876002439685
108,28.0,3.0,11.0,0.0,0.0,0.0,1.0,3.3712096127005915
109,27.0,1.0,17.0,0.0,0.0,1.0,1.0,4.362631981070404
110,31.0,5.0,15.0,0.0,0.0,0.0,2.0,6.806994525757056
111,29.0,4.0,6.0,1.0,0.0,1.0,1.0,5.924885291610474
112,34.0,4.0,21.0,0.0,0.0,1.0,2.0,8.165572265728542
113,31.0,4.0,9.0,0.0,0.0,0.0,0.0,4.042578507669398
114,29.0,4.0,12.0,1.0,0.0,1.0,1.0,5.473957986770904
115,30.0,3.0,13.0,0.0,0.0,0.0,1.0,4.1158324960571235
116,22.0,2.0,18.0,0.0,0.0,1.0,1.0,4.798257274645719
117,28.0,6.0,17.0,0.0,1.0,1.0,1.0,9.289234306994583
118,29.0,5.0,10.0,0.0,0.0,1.0,1.0,6.387864731515073
119,28.0,3.0,18.0,1.0,0.0,1.0,0.0,6.453991702277602
120,26.0,4.0,10.0,0.0,1.0,0.0,1.0,4.216609430252665
121,25.0,3.0,10.0,1.0,0.0,0.0,1.0,2.4855879893335984
122,28.0,3.0,13.0,1.0,0.0,0.0,1.0,4.43695177817481
123,23.0,2.0,16.0,1.0,0.0,0.0,1.0,2.7253143911700164
124,36.0,4.0,18.0,0.0,0.0,1.0,1.0,7.487825645147778
125,31.0,3.0,12.0,1.0,0.0,0.0,1.0,4.2923015713804915
126,39.0,2.0,19.0,0.0,0.0,0.0,2.0,4.680327635636877
127,27.0,4.0,10.0,1.0,0.0,0.0,2.0,3.4464317649428833
128,20.0,2.0,14.0,1.0,0.0,1.0,1.0,3.8019810344290166
129,29.0,4.0,16.0,0.0,0.0,1.0,1.0,6.064377465103642
130,36.0,1.0,10.0,0.0,0.0,0.0,1.0,1.7765912225156248
131,35.0,4.0,11.0,1.0,1.0,1.0,1.0,6.4662551166527376
132,28.0,3.0,13.0,0.0,0.0,0.0,1.0,3.7521452551016967
133,28.0,5.0,16.0,0.0,0.0,1.0,1.0,7.926492672091269
134,28.0,4.0,16.0,1.0,0.0,0.0,2.0,4.592952700621851
135,26.0,3.0,14.0,0.0,1.0,0.0,2.0,4.1429795548784085
136,36.0,4.0,18.0,0.0,1.0,0.0,1.0,6.388584116442345
137,39.0,3.0,13.0,0.0,0.0,1.0,1.0,6.023058592503383
138,28.0,3.0,17.0,0.0,0.0,0.0,2.0,5.163529367058949
139,36.0,4.0,6.0,1.0,0.0,0.0,1.0,4.013935532899941
140,32.0,2.0,11.0,0.0,0.0,0.0,1.0,2.6743730989145473
141,33.0,3.0,16.0,0.0,0.0,1.0,1.0,6.5328465922484735
142,33.0,4.0,9.0,0.0,0.0,0.0,0.0,4.083141546529934
143,28.0,2.0,8.0,0.0,0.0,1.0,0.0,2.811938000209601
144,28.0,2.0,13.0,0.0,1.0,0.0,2.0,2.164874039408482
145,34.0,2.0,16.0,0.0,0.0,1.0,1.0,5.336352973085859
146,27.0,5.0,18.0,0.0,1.0,0.0,1.0,5.9254271159159835
147,38.0,4.0,18.0,0.0,1.0,0.0,1.0,6.705477952533784
148,33.0,3.0,19.0,1.0,0.0,1.0,1.0,7.243186425933226
149,26.0,4.0,14.0,1.0,0.0,1.0,0.0,6.326041152346392
150,36.0,3.0,11.0,0.0,0.0,1.0,1.0,6.023438821269637
151,33.0,4.0,15.0,1.0,1.0,0.0,2.0,5.6857171273082
152,30.0,2.0,21.0,0.0,1.0,0.0,1.0,5.266989854180357
153,26.0,2.0,7.0,1.0,1.0,0.0,1.0,1.7382612799280754
154,30.0,3.0,17.0,0.0,1.0,0.0,1.0,4.444483356074701
155,35.0,4.0,23.0,0.0,1.0,1.0,1.0,8.64811568943345
156,28.0,2.0,20.0,0.0,1.0,0.0,1.0,5.106158804574446
157,28.0,6.0,21.0,0.0,0.0,0.0,1.0,7.894256702102558
158,36.0,2.0,20.0,0.0,0.0,1.0,1.0,5.8409127319918985
159,24.0,3.0,10.0,0.0,1.0,0.0,1.0,2.770639740229816
160,29.0,2.0,19.0,0.0,1.0,1.0,1.0,5.813553591461078
161,37.0,3.0,18.0,0.0,0.0,0.0,1.0,5.23133620399024
162,23.0,3.0,11.0,0.0,0.0,1.0,0.0,5.711352426398962
163,24.0,3.0,17.0,0.0,1.0,1.0,1.0,6.114743931911018
164,32.0,4.0,21.0,0.0,0.0,0.0,1.0,6.543407672798209
165,32.0,2.0,9.0,0.0,0.0,0.0,1.0,1.5820500535180595
166,31.0,3.0,14.0,1.0,1.0,0.0,1.0,4.283089555319616
167,30.0,3.0,8.0,1.0,1.0,1.0,1.0,4.491094295860496
168,30.0,2.0,21.0,0.0,0.0,0.0,1.0,5.18509917286706
169,26.0,3.0,22.0,0.0,1.0,0.0,1.0,6.677542178827187
170,34.0,4.0,20.0,1.0,0.0,0.0,1.0,5.915942606923805
171,32.0,5.0,16.0,0.0,1.0,0.0,1.0,4.634807544871507
172,33.0,3.0,18.0,1.0,1.0,1.0,2.0,6.058809116736089
173,34.0,4.0,16.0,1.0,0.0,1.0,1.0,7.602449197100808
174,31.0,5.0,11.0,1.0,1.0,0.0,1.0,5.084778668323595
175,30.0,3.0,17.0,0.0,0.0,1.0,1.0,6.2479115180584754
176,26.0,4.0,17.0,1.0,1.0,0.0,2.0,6.580754042333709
177,30.0,3.0,15.0,0.0,1.0,1.0,1.0,7.627419824663775
178,29.0,3.0,15.0,0.0,0.0,1.0,2.0,5.183012660971162
179,30.0,4.0,24.0,1.0,1.0,1.0,1.0,7.968449556136342
180,21.0,2.0,22.0,1.0,0.0,0.0,0.0,4.960771241647674
181,30.0,3.0,19.0,1.0,1.0,0.0,1.0,4.833321528757816
182,21.0,3.0,9.0,0.0,0.0,0.0,1.0,2.5938723494542026
183,28.0,5.0,25.0,1.0,0.0,0.0,1.0,9.299977782117107
184,31.0,3.0,13.0,1.0,0.0,0.0,2.0,4.850581484843725
185,27.0,2.0,11.0,0.0,0.0,0.0,1.0,2.422589167846007
186,23.0,1.0,8.0,0.0,0.0,0.0,2.0,1.4220867349101347
187,36.0,3.0,6.0,0.0,1.0,0.0,0.0,3.2722986803472955
188,42.0,3.0,15.0,1.0,0.0,0.0,1.0,2.525387587987098
189,30.0,3.0,14.0,0.0,1.0,0.0,1.0,4.981681997930433
190,28.0,1.0,20.0,0.0,0.0,1.0,1.0,4.648761499629819
191,35.0,2.0,12.0,0.0,0.0,1.0,1.0,4.994420810278096
192,25.0,2.0,8.0,1.0,0.0,0.0,1.0,0.883320526629765
193,38.0,3.0,21.0,0.0,0.0,1.0,1.0,7.0280549707210245
194,28.0,3.0,11.0,0.0,0.0,0.0,1.0,4.147308026640812
195,28.0,4.0,10.0,0.0,0.0,1.0,1.0,5.882849732398718
196,37.0,3.0,13.0,0.0,0.0,0.0,2.0,4.895157447120987
197,27.0,3.0,19.0,1.0,0.0,1.0,1.0,6.760877113389448
198,34.0,2.0,13.0,0.0,0.0,1.0,2.0,4.881423449091432
199,23.0,3.0,21.0,1.0,0.0,0.0,1.0,5.533233914773029
200,34.0,2.0,19.0,0.0,1.0,1.0,0.0,5.559650479653969
201,25.0,3.0,17.0,0.0,0.0,1.0,1.0,7.252202762592585
202,28.0,2.0,19.0,0.0,0.0,0.0,1.0,5.1589551692321685
203,26.0,4.0,18.0,0.0,0.0,0.0,0.0,5.98276617598532
204,28.0,3.0,18.0,1.0,1.0,0.0,0.0,4.974961939803473
205,26.0,2.0,21.0,0.0,0.0,0.0,1.0,3.277985630224017
206,29.0,4.0,24.0,1.0,1.0,1.0,0.0,9.697346434508086
207,34.0,4.0,17.0,0.0,0.0,0.0,0.0,5.0269932899112
208,26.0,4.0,13.0,0.0,0.0,1.0,1.0,6.5256245369793024
209,35.0,4.0,15.0,0.0,0.0,0.0,1.0,4.950217459125416
210,30.0,3.0,15.0,1.0,1.0,1.0,1.0,7.072495892929608
211,22.0,3.0,22.0,0.0,0.0,1.0,1.0,6.802325105993161
212,27.0,3.0,14.0,0.0,1.0,0.0,1.0,3.9785830577597703
213,39.0,3.0,26.0,1.0,0.0,0.0,1.0,6.015135735617071
214,30.0,3.0,18.0,0.0,0.0,0.0,1.0,5.023571277005091
215,32.0,2.0,18.0,0.0,0.0,0.0,1.0,4.811648757072964
216,25.0,1.0,11.0,0.0,1.0,1.0,1.0,2.5388333497548423
217,27.0,3.0,9.0,0.0,0.0,0.0,2.0,2.762479883045886
218,37.0,5.0,18.0,1.0,0.0,0.0,1.0,6.86205585127452
219,40.0,2.0,15.0,0.0,0.0,0.0,1.0,4.467097553361183
220,28.0,3.0,9.0,1.0,0.0,1.0,1.0,5.501931117673703
221,30.0,3.0,14.0,0.0,0.0,1.0,1.0,5.866325459452764
222,28.0,3.0,15.0,1.0,1.0,1.0,1.0,6.577567887604102
223,35.0,3.0,8.0,1.0,0.0,0.0,1.0,2.663535729535097
224,34.0,2.0,17.0,0.0,1.0,0.0,2.0,3.1142459374559945
225,22.0,5.0,16.0,0.0,0.0,1.0,0.0,7.185137118753401
226,30.0,4.0,13.0,0.0,0.0,1.0,1.0,7.35818402903832
227,26.0,2.0,20.0,0.0,0.0,0.0,2.0,5.246716417161572
228,26.0,4.0,12.0,0.0,0.0,0.0,1.0,5.1920160500571315
229,27.0,4.0,7.0,1.0,0.0,0.0,0.0,3.7993279913572198
230,28.0,4.0,15.0,0.0,1.0,0.0,2.0,6.145750004160685
231,45.0,4.0,22.0,0.0,1.0,1.0,1.0,8.889201988866951
232,30.0,4.0,8.0,1.0,0.0,0.0,2.0,4.416225611646365
233,25.0,4.0,16.0,1.0,1.0,0.0,0.0,6.5009846518315575
234,32.0,3.0,19.0,0.0,0.0,0.0,1.0,5.351847185357137
235,33.0,4.0,17.0,0.0,1.0,1.0,1.0,6.687570826993183
236,23.0,2.0,17.0,0.0,0.0,0.0,0.0,2.795544050308433
237,31.0,3.0,7.0,0.0,1.0,1.0,1.0,4.581121294542126
238,30.0,2.0,11.0,0.0,0.0,1.0,1.0,5.333686575122679
239,29.0,3.0,16.0,1.0,0.0,1.0,1.0,6.236193507144833
240,34.0,3.0,14.0,1.0,0.0,0.0,1.0,4.605132634613139
241,24.0,4.0,8.0,1.0,1.0,1.0,1.0,5.125301477397625
242,24.0,7.0,13.0,0.0,0.0,1.0,1.0,9.300776511787776
243,23.0,4.0,7.0,1.0,0.0,1.0,1.0,4.7833718773121365
244,37.0,4.0,14.0,0.0,0.0,0.0,1.0,6.305901904488028
245,32.0,5.0,14.0,1.0,1.0,0.0,1.0,6.498977076912789
246,33.0,3.0,12.0,0.0,1.0,0.0,0.0,4.799675989840939
247,18.0,4.0,24.0,0.0,1.0,0.0,0.0,6.632928406108407
248,27.0,4.0,14.0,1.0,0.0,0.0,1.0,4.797023454585255
249,26.0,3.0,5.0,0.0,0.0,0.0,1.0,2.200054573390766
250,33.0,3.0,4.0,0.0,0.0,0.0,0.0,0.7023164874460273
251,30.0,5.0,14.0,0.0,1.0,0.0,2.0,6.4281144963362635
252,27.0,3.0,18.0,1.0,1.0,0.0,1.0,5.6141280735934815
253,29.0,4.0,21.0,0.0,0.0,0.0,1.0,7.192938473306533
254,22.0,3.0,18.0,0.0,0.0,0.0,1.0,5.457992169174375
255,32.0,1.0,15.0,0.0,0.0,1.0,1.0,4.270391432961809
256,24.0,1.0,19.0,0.0,0.0,1.0,1.0,4.595654898375087
257,31.0,4.0,16.0,0.0,1.0,0.0,2.0,6.5479644733623665
258,32.0,3.0,19.0,1.0,0.0,1.0,1.0,7.577137525373762
259,34.0,4.0,18.0,1.0,0.0,0.0,1.0,7.123271125406689
260,27.0,3.0,16.0,0.0,1.0,1.0,1.0,6.97247167543875
261,41.0,4.0,14.0,0.0,1.0,1.0,2.0,6.056607120046914
262,22.0,3.0,14.0,1.0,0.0,1.0,1.0,5.73861443079774
263,32.0,3.0,14.0,0.0,0.0,1.0,1.0,5.008574033665547
264,36.0,2.0,22.0,1.0,1.0,1.0,2.0,5.847205212425388
265,36.0,3.0,16.0,0.0,1.0,1.0,0.0,7.512180385418276
266,32.0,2.0,15.0,0.0,0.0,1.0,1.0,5.5062698921685
267,29.0,3.0,16.0,1.0,1.0,1.0,1.0,5.743915376174943
268,31.0,3.0,20.0,1.0,0.0,0.0,1.0,4.807435596364073
269,30.0,3.0,18.0,1.0,0.0,0.0,0.0,2.4894945697767716
270,39.0,3.0,16.0,0.0,1.0,0.0,2.0,4.161711928551515
271,35.0,3.0,16.0,1.0,0.0,0.0,1.0,3.5654658068959106
272,28.0,2.0,16.0,0.0,0.0,0.0,0.0,4.1338572895410906
273,36.0,4.0,21.0,0.0,0.0,1.0,2.0,8.943025880582239
274,30.0,3.0,10.0,0.0,0.0,1.0,0.0,4.175133532110876
275,29.0,4.0,20.0,1.0,1.0,1.0,1.0,8.31988905989593
276,31.0,4.0,6.0,1.0,1.0,0.0,0.0,1.5764708382323538
277,32.0,3.0,21.0,0.0,0.0,0.0,2.0,5.824268018027665
278,38.0,3.0,18.0,1.0,1.0,0.0,1.0,4.735798054158768
279,24.0,4.0,28.0,0.0,1.0,1.0,1.0,9.309573583308953
280,40.0,2.0,23.0,1.0,0.0,0.0,1.0,5.970571753471782
281,35.0,1.0,12.0,0.0,1.0,0.0,1.0,2.20233847647117
282,26.0,2.0,16.0,0.0,0.0,0.0,1.0,4.211854694047065
283,31.0,5.0,6.0,0.0,0.0,1.0,1.0,5.866839931701591
284,32.0,2.0,17.0,0.0,1.0,0.0,1.0,4.408981195643322
285,31.0,4.0,16.0,0.0,1.0,0.0,1.0,4.495748450685161
286,25.0,3.0,8.0,0.0,0.0,0.0,1.0,2.3983927839592534
287,31.0,4.0,10.0,1.0,1.0,1.0,1.0,5.151467067710601
288,31.0,3.0,8.0,0.0,0.0,1.0,1.0,4.46266229548041
289,31.0,3.0,14.0,0.0,1.0,1.0,2.0,4.814190833140191
290,29.0,2.0,9.0,0.0,1.0,0.0,1.0,2.132542414483779
291,27.0,4.0,17.0,0.0,0.0,0.0,1.0,6.093013668038849
292,31.0,4.0,12.0,0.0,0.0,0.0,1.0,5.288001228873013
293,27.0,3.0,22.0,1.0,0.0,1.0,1.0,6.44405188811164
294,26.0,3.0,8.0,1.0,0.0,0.0,1.0,3.3797905039737115
295,23.0,2.0,18.0,0.0,0.0,1.0,1.0,6.002419727068879
296,32.0,5.0,17.0,0.0,0.0,1.0,1.0,7.885376793249052
297,36.0,2.0,19.0,0.0,0.0,0.0,0.0,4.73008994327812
298,28.0,4.0,13.0,1.0,0.0,1.0,1.0,6.416711166440772
299,26.0,5.0,13.0,0.0,0.0,0.0,1.0,6.367020821229012
300,31.0,3.0,17.0,1.0,1.0,0.0,1.0,4.762688120131259
301,34.0,4.0,20.0,0.0,0.0,0.0,1.0,5.204776004649709
302,23.0,3.0,14.0,1.0,1.0,0.0,2.0,5.073741146687974
303,34.0,3.0,20.0,0.0,1.0,1.0,1.0,8.167088297740966
304,24.0,2.0,16.0,1.0,0.0,0.0,1.0,1.8345943115881505
305,30.0,5.0,14.0,0.0,1.0,0.0,2.0,6.47283956947869
306,29.0,4.0,12.0,1.0,1.0,1.0,1.0,6.953177207445059
307,20.0,4.0,20.0,1.0,1.0,0.0,1.0,6.864044423940933
308,42.0,3.0,11.0,1.0,1.0,1.0,0.0,5.550530192779328
309,38.0,3.0,19.0,0.0,1.0,1.0,0.0,7.3368878440921295
310,34.0,3.0,16.0,0.0,1.0,1.0,1.0,5.929053364607902
311,31.0,4.0,16.0,0.0,1.0,0.0,1.0,6.031108536700901
312,30.0,3.0,7.0,0.0,1.0,0.0,1.0,1.4663614978982302
313,26.0,2.0,18.0,1.0,0.0,0.0,1.0,5.030335796117319
314,32.0,3.0,20.0,1.0,0.0,1.0,1.0,6.980665767156595
315,33.0,5.0,20.0,0.0,1.0,1.0,0.0,8.398596684542445
316,28.0,2.0,14.0,0.0,0.0,0.0,1.0,3.9340454029889376
317,25.0,2.0,25.0,0.0,0.0,1.0,0.0,7.875403092747787
318,42.0,5.0,18.0,0.0,0.0,0.0,1.0,6.065586425287336
319,32.0,4.0,18.0,0.0,0.0,1.0,1.0,7.22148614575
320,26.0,3.0,19.0,0.0,0.0,0.0,1.0,5.076416696530449
321,29.0,3.0,7.0,1.0,0.0,1.0,2.0,3.941997422464578
322,24.0,4.0,20.0,0.0,1.0,0.0,1.0,5.789549410516614
323,29.0,3.0,15.0,1.0,0.0,0.0,1.0,4.047055346917252
324,31.0,2.0,19.0,1.0,0.0,0.0,1.0,4.9752040060975595
325,25.0,2.0,10.0,1.0,0.0,0.0,1.0,2.6890314028820295
326,31.0,2.0,19.0,1.0,0.0,1.0,1.0,6.805195796087108
327,28.0,3.0,15.0,0.0,0.0,0.0,1.0,5.424054158734465
328,31.0,3.0,17.0,1.0,0.0,0.0,0.0,5.374690975728104
329,36.0,3.0,10.0,0.0,0.0,0.0,1.0,3.521928163538977
330,30.0,4.0,19.0,0.0,1.0,0.0,1.0,6.935608857869679
331,32.0,3.0,12.0,0.0,0.0,0.0,0.0,2.529826375003205
332,35.0,3.0,13.0,0.0,1.0,0.0,1.0,3.6455999204040257
333,34.0,2.0,20.0,0.0,1.0,1.0,1.0,7.673230278315964
334,28.0,3.0,18.0,0.0,0.0,0.0,1.0,6.199409704679298
335,27.0,2.0,14.0,0.0,0.0,0.0,1.0,2.892351941861775
336,27.0,4.0,17.0,1.0,1.0,1.0,1.0,6.972226583318804
337,26.0,2.0,10.0,0.0,0.0,1.0,1.0,2.801022845028684
338,40.0,3.0,19.0,0.0,1.0,0.0,2.0,5.728324790710381
339,26.0,6.0,14.0,0.0,0.0,0.0,2.0,5.449557502651891
340,29.0,4.0,20.0,1.0,0.0,1.0,0.0,8.785994492098151
341,37.0,3.0,19.0,0.0,1.0,0.0,1.0,5.499625120972758
342,30.0,4.0,15.0,0.0,1.0,0.0,1.0,6.050477860149705
343,24.0,2.0,14.0,1.0,0.0,1.0,1.0,4.366405942624983
344,37.0,5.0,18.0,0.0,1.0,1.0,1.0,9.864941746931066
345,24.0,3.0,14.0,0.0,0.0,0.0,2.0,3.9680634277067863
346,26.0,3.0,13.0,0.0,0.0,0.0,1.0,2.9461285189863378
347,38.0,2.0,14.0,1.0,1.0,0.0,1.0,4.381274371892609
348,35.0,3.0,19.0,0.0,0.0,0.0,1.0,5.137887096695881
349,20.0,2.0,13.0,1.0,0.0,0.0,2.0,2.523702914825448
350,29.0,4.0,13.0,0.0,1.0,0.0,1.0,4.276297937717469
351,29.0,3.0,17.0,1.0,1.0,1.0,1.0,6.383384608784466
352,31.0,4.0,16.0,0.0,0.0,1.0,1.0,6.806663534447192
353,27.0,3.0,17.0,0.0,0.0,0.0,1.0,5.743802907931547
354,30.0,2.0,19.0,1.0,0.0,0.0,2.0,2.569908152357234
355,30.0,4.0,12.0,0.0,1.0,0.0,1.0,4.978941206412785
356,31.0,4.0,12.0,1.0,1.0,1.0,1.0,7.09161524762569
357,21.0,4.0,16.0,0.0,1.0,0.0,1.0,5.98951899597515
358,33.0,2.0,13.0,0.0,0.0,0.0,1.0,0.5920050640901771
359,35.0,3.0,11.0,0.0,1.0,1.0,1.0,5.099942904571629
360,29.0,4.0,9.0,0.0,0.0,1.0,0.0,4.855632722203142
361,31.0,3.0,25.0,1.0,0.0,0.0,2.0,6.988838801079166
362,20.0,4.0,15.0,1.0,0.0,0.0,1.0,5.667325425088396
363,30.0,3.0,22.0,0.0,0.0,1.0,1.0,9.491904355875317
