,idade,dias_semana,horas_semana,grupo_estudos,ic,trabalho_TI,periodo_trabalho,media_final
46,29.0,6.0,15.0,1.0,0.0,0.0,2.0,7.687275260901222
47,28.0,4.0,14.0,1.0,0.0,0.0,1.0,5.066859236190175
48,27.0,4.0,19.0,0.0,0.0,0.0,0.0,4.7510058626848375
49,26.0,4.0,16.0,0.0,1.0,0.0,0.0,5.246551901129023
50,35.0,4.0,14.0,1.0,1.0,0.0,0.0,4.81302146296508
51,24.0,4.0,13.0,0.0,1.0,1.0,1.0,5.187908708636476
52,28.0,5.0,13.0,0.0,0.0,0.0,1.0,6.492611228990732
53,29.0,4.0,25.0,0.0,0.0,1.0,1.0,5.4766183447362256
54,33.0,7.0,13.0,0.0,1.0,0.0,1.0,9.30678468462471
55,32.0,3.0,13.0,0.0,0.0,0.0,1.0,3.451457965559599
56,32.0,5.0,18.0,0.0,1.0,0.0,2.0,5.765198772937886
57,29.0,4.0,20.0,0.0,0.0,0.0,1.0,4.761791260953711
58,33.0,4.0,15.0,0.0,1.0,0.0,2.0,4.409506401978004
59,21.0,4.0,20.0,1.0,1.0,0.0,1.0,5.351184920762188
60,23.0,3.0,22.0,1.0,1.0,0.0,2.0,3.673117996879127
61,29.0,4.0,8.0,1.0,0.0,0.0,1.0,5.490795321019767
62,26.0,7.0,15.0,1.0,0.0,1.0,1.0,9.063626544712388
63,33.0,5.0,9.0,1.0,0.0,0.0,1.0,6.352629755395027
64,35.0,5.0,12.0,1.0,0.0,0.0,1.0,7.106566859969733
65,26.0,4.0,17.0,1.0,0.0,0.0,1.0,5.084991802864996
66,27.0,5.0,19.0,0.0,1.0,1.0,1.0,6.582351993612286
67,33.0,4.0,13.0,1.0,0.0,0.0,1.0,5.7225770261759505
68,24.0,4.0,17.0,1.0,0.0,0.0,1.0,5.182823153586344
69,30.0,4.0,9.0,0.0,0.0,0.0,1.0,5.179120843683386
70,29.0,3.0,23.0,1.0,1.0,1.0,0.0,4.484345646222908
71,31.0,5.0,13.0,0.0,1.0,0.0,1.0,6.209569311153417
72,32.0,5.0,12.0,0.0,1.0,0.0,2.0,6.9085217602242075
73,32.0,5.0,14.0,0.0,1.0,0.0,0.0,6.859540297322483
74,33.0,4.0,13.0,0.0,0.0,0.0,1.0,4.680637995485362
75,28.0,6.0,15.0,0.0,0.0,0.0,1.0,7.263354120586338
76,27.0,4.0,13.0,1.0,1.0,1.0,1.0,5.308561074494492
77,27.0,3.0,12.0,0.0,0.0,0.0,0.0,4.185609227673281
78,26.0,5.0,14.0,0.0,0.0,1.0,0.0,6.119915299532149
79,31.0,6.0,16.0,1.0,0.0,1.0,1.0,8.038579688258395
80,26.0,4.0,16.0,0.0,0.0,1.0,1.0,5.458071191452401
81,28.0,4.0,11.0,0.0,1.0,0.0,2.0,4.8461837107234285
82,30.0,4.0,17.0,0.0,0.0,0.0,1.0,4.964658561692943
83,27.0,4.0,13.0,1.0,0.0,0.0,1.0,5.478998720886914
84,31.0,4.0,15.0,1.0,0.0,0.0,1.0,5.512353288771361
85,31.0,4.0,19.0,1.0,1.0,0.0,2.0,5.343633724303719
86,43.0,6.0,14.0,0.0,0.0,0.0,0.0,8.210837543324857
87,32.0,4.0,8.0,1.0,1.0,0.0,1.0,5.942606589242581
88,26.0,4.0,12.0,0.0,1.0,0.0,1.0,4.9736781797570675
89,33.0,4.0,8.0,0.0,1.0,0.0,1.0,5.068783634357031
90,31.0,6.0,16.0,0.0,0.0,0.0,1.0,8.275528909547447
91,26.0,3.0,18.0,0.0,1.0,1.0,1.0,4.07546814511437
92,32.0,3.0,13.0,0.0,0.0,1.0,1.0,2.8697100352449665
93,30.0,3.0,12.0,0.0,0.0,0.0,1.0,3.4704429390892075
94,31.0,4.0,14.0,1.0,0.0,0.0,1.0,5.587465137633153
95,29.0,3.0,9.0,1.0,0.0,1.0,0.0,3.393999448671029
96,27.0,3.0,15.0,0.0,0.0,0.0,2.0,3.6483138983755152
97,29.0,5.0,12.0,1.0,1.0,1.0,2.0,7.132822249384316
98,32.0,2.0,14.0,0.0,0.0,1.0,1.0,2.127431435880913
99,24.0,4.0,17.0,0.0,0.0,0.0,0.0,5.0972229993210085
100,29.0,3.0,17.0,0.0,0.0,0.0,1.0,3.4080531427260023
101,36.0,4.0,18.0,0.0,0.0,0.0,1.0,4.331257840290143
102,33.0,5.0,10.0,0.0,0.0,0.0,1.0,5.711578201682728
103,28.0,3.0,11.0,1.0,0.0,0.0,1.0,3.945869691788601
104,30.0,3.0,18.0,0.0,0.0,0.0,1.0,3.709734275682887
105,27.0,3.0,15.0,1.0,1.0,0.0,1.0,4.230184072700663
106,30.0,4.0,14.0,0.0,0.0,0.0,0.0,4.904785418369922
107,20.0,3.0,16.0,1.0,1.0,1.0,1.0,4.226867367817249
108,29.0,5.0,11.0,1.0,0.0,0.0,1.0,6.850487865029023
109,30.0,5.0,11.0,0.0,0.0,0.0,1.0,6.92295517566072
110,33.0,5.0,19.0,1.0,1.0,0.0,1.0,6.6713881283907925
111,25.0,3.0,10.0,0.0,1.0,1.0,1.0,4.33976929551274
112,32.0,3.0,16.0,0.0,0.0,0.0,1.0,3.1821653846514777
113,29.0,4.0,21.0,0.0,1.0,0.0,2.0,4.955492326214451
114,28.0,4.0,10.0,1.0,0.0,1.0,1.0,5.9426443627408405
115,33.0,4.0,19.0,0.0,0.0,1.0,1.0,5.126681179492791
116,36.0,5.0,13.0,0.0,1.0,0.0,0.0,6.318570597417682
117,34.0,4.0,18.0,1.0,1.0,0.0,1.0,4.980866462216222
118,32.0,5.0,17.0,1.0,0.0,1.0,1.0,6.125248962894638
119,32.0,3.0,12.0,0.0,0.0,0.0,0.0,3.336434120796707
120,24.0,3.0,14.0,1.0,0.0,0.0,0.0,3.4432113595950495
121,32.0,4.0,17.0,0.0,1.0,0.0,1.0,4.537687159580229
122,45.0,4.0,15.0,0.0,0.0,0.0,1.0,4.766175987507256
123,32.0,3.0,19.0,0.0,0.0,0.0,0.0,4.188769409143821
124,28.0,4.0,14.0,0.0,1.0,0.0,2.0,4.9892575382901425
125,31.0,3.0,19.0,0.0,0.0,0.0,1.0,3.9194075488306703
126,19.0,4.0,14.0,0.0,1.0,0.0,1.0,4.388550317118278
127,32.0,5.0,19.0,0.0,0.0,1.0,0.0,6.1264544132242795
128,24.0,4.0,12.0,0.0,0.0,0.0,1.0,5.4354748445570245
129,25.0,5.0,23.0,1.0,0.0,1.0,1.0,6.496079335429802
130,32.0,2.0,18.0,0.0,1.0,0.0,1.0,1.988889886226516
131,36.0,4.0,13.0,0.0,1.0,0.0,1.0,5.253338355936256
132,40.0,5.0,15.0,0.0,0.0,1.0,1.0,6.343560810917278
133,30.0,4.0,10.0,0.0,0.0,1.0,1.0,4.354315416463659
134,22.0,5.0,21.0,0.0,1.0,0.0,0.0,6.504320945743626
135,27.0,4.0,14.0,1.0,0.0,0.0,0.0,5.741547863445578
136,28.0,6.0,15.0,1.0,1.0,1.0,1.0,7.396719354761855
137,21.0,4.0,16.0,1.0,1.0,1.0,1.0,5.184524445823393
138,23.0,5.0,16.0,1.0,0.0,0.0,1.0,6.721021689275338
139,35.0,3.0,19.0,0.0,1.0,0.0,1.0,4.193541167526412
140,32.0,4.0,12.0,0.0,0.0,1.0,0.0,4.842815649757914
141,29.0,5.0,28.0,1.0,0.0,1.0,1.0,5.992183081322385
142,36.0,3.0,19.0,0.0,1.0,0.0,1.0,4.158510067544133
143,25.0,5.0,19.0,0.0,1.0,0.0,0.0,6.249185966365764
144,36.0,3.0,10.0,0.0,0.0,1.0,1.0,2.779872399355285
145,40.0,5.0,20.0,0.0,1.0,1.0,0.0,5.851149362064503
146,35.0,5.0,15.0,1.0,0.0,1.0,1.0,6.296749064969516
147,30.0,6.0,11.0,0.0,1.0,0.0,0.0,8.055730262904184
148,23.0,6.0,21.0,1.0,0.0,0.0,1.0,8.47965586964383
149,31.0,3.0,18.0,0.0,0.0,0.0,1.0,4.293797571124908
150,35.0,4.0,23.0,0.0,1.0,0.0,0.0,5.575087572269286
151,24.0,4.0,16.0,1.0,0.0,0.0,2.0,5.813480304474327
152,32.0,3.0,16.0,1.0,0.0,0.0,1.0,3.778169420573308
153,30.0,4.0,16.0,1.0,1.0,0.0,2.0,5.933041103631403
154,34.0,4.0,17.0,0.0,0.0,1.0,0.0,5.227126415686233
155,29.0,3.0,13.0,0.0,1.0,0.0,1.0,3.9739316005748764
156,37.0,4.0,13.0,0.0,1.0,1.0,0.0,4.203074465942092
157,31.0,4.0,14.0,1.0,0.0,1.0,1.0,5.566592590203116
158,32.0,4.0,11.0,1.0,1.0,1.0,1.0,5.818205092539401
159,31.0,4.0,12.0,0.0,0.0,0.0,0.0,4.353714222334717
160,22.0,4.0,11.0,0.0,1.0,1.0,1.0,5.193895319391222
161,32.0,5.0,12.0,0.0,1.0,0.0,1.0,6.3381316393914116
162,30.0,5.0,16.0,0.0,0.0,0.0,1.0,6.45084099644259
163,33.0,5.0,12.0,0.0,1.0,1.0,1.0,6.248833469603885
164,32.0,4.0,4.0,1.0,0.0,0.0,0.0,5.414329377849983
165,33.0,4.0,18.0,0.0,1.0,0.0,1.0,4.581909191429653
166,31.0,6.0,25.0,0.0,1.0,1.0,1.0,7.392160044946539
167,32.0,3.0,11.0,0.0,0.0,0.0,1.0,3.1742756588958496
168,39.0,3.0,9.0,1.0,0.0,0.0,1.0,4.619423311904688
169,29.0,4.0,22.0,1.0,0.0,0.0,2.0,4.853743197812283
170,38.0,5.0,10.0,1.0,0.0,0.0,2.0,6.260431417736398
171,29.0,5.0,14.0,1.0,1.0,0.0,1.0,6.288536486169871
172,37.0,4.0,17.0,1.0,1.0,0.0,0.0,5.572473832385885
173,29.0,4.0,16.0,1.0,0.0,1.0,1.0,5.377277659138176
174,28.0,4.0,14.0,0.0,0.0,0.0,0.0,4.898032316019476
175,27.0,3.0,13.0,1.0,0.0,1.0,1.0,4.282722638796292
176,36.0,6.0,15.0,1.0,0.0,0.0,1.0,7.70019475253469
177,30.0,4.0,14.0,1.0,0.0,1.0,1.0,5.069661312469707
178,25.0,4.0,14.0,1.0,0.0,0.0,1.0,5.8315304867908635
179,26.0,5.0,15.0,1.0,0.0,1.0,1.0,6.187959567182268
180,27.0,2.0,21.0,1.0,0.0,0.0,1.0,2.5119507623689326
181,26.0,3.0,13.0,0.0,0.0,1.0,1.0,3.565862249087428
182,30.0,5.0,19.0,0.0,0.0,1.0,2.0,5.746964852367835
183,29.0,2.0,24.0,0.0,0.0,0.0,0.0,2.6264772803294525
184,31.0,5.0,19.0,1.0,0.0,0.0,0.0,7.086160292325047
185,30.0,5.0,21.0,0.0,1.0,0.0,1.0,5.870243344430161
186,27.0,4.0,21.0,0.0,0.0,0.0,0.0,5.3559467564300025
187,32.0,2.0,19.0,0.0,0.0,0.0,0.0,2.3846059746788786
188,30.0,4.0,16.0,0.0,1.0,0.0,1.0,4.461874359796082
189,24.0,4.0,20.0,0.0,0.0,0.0,1.0,4.774958102098677
190,22.0,4.0,19.0,0.0,0.0,0.0,0.0,4.657178870297279
191,34.0,4.0,6.0,0.0,0.0,0.0,2.0,5.059188848777246
192,37.0,6.0,13.0,0.0,1.0,1.0,1.0,7.357142954784678
193,25.0,4.0,15.0,1.0,0.0,0.0,1.0,5.881789237160819
194,32.0,3.0,14.0,0.0,1.0,0.0,1.0,3.0443245280629436
195,23.0,4.0,14.0,1.0,0.0,0.0,1.0,4.7475177852182835
196,28.0,4.0,20.0,1.0,1.0,0.0,1.0,4.952690774563275
197,28.0,4.0,14.0,0.0,1.0,0.0,1.0,5.543947700624314
198,37.0,5.0,10.0,0.0,0.0,0.0,2.0,5.7722858001578246
199,27.0,4.0,11.0,1.0,1.0,1.0,0.0,5.576538801660274
200,34.0,4.0,18.0,0.0,0.0,1.0,0.0,4.78071843941867
201,29.0,3.0,12.0,1.0,1.0,0.0,1.0,4.225739518482625
202,30.0,2.0,15.0,1.0,1.0,0.0,1.0,2.338649665150992
203,28.0,7.0,16.0,1.0,0.0,0.0,1.0,8.75338140584915
204,35.0,5.0,15.0,0.0,0.0,0.0,1.0,5.658455332248098
205,17.0,5.0,12.0,1.0,0.0,0.0,1.0,6.237167417449532
206,28.0,4.0,6.0,0.0,0.0,0.0,1.0,4.720909106964783
207,27.0,5.0,12.0,0.0,1.0,1.0,1.0,6.131267808223279
208,22.0,5.0,12.0,0.0,1.0,1.0,1.0,6.920420621214264
209,26.0,7.0,19.0,0.0,0.0,1.0,0.0,9.790201788699436
210,28.0,4.0,17.0,1.0,0.0,0.0,1.0,4.867237396023423
211,25.0,5.0,13.0,1.0,0.0,0.0,1.0,5.888700810548252
212,20.0,5.0,15.0,1.0,0.0,0.0,0.0,7.135832761087323
213,27.0,3.0,3.0,0.0,0.0,1.0,1.0,3.8946461261272427
214,26.0,2.0,19.0,1.0,0.0,0.0,1.0,3.0359932583422125
215,32.0,5.0,13.0,0.0,0.0,0.0,1.0,6.511667215381839
216,22.0,3.0,22.0,0.0,1.0,0.0,1.0,3.604954208257851
217,21.0,4.0,16.0,0.0,1.0,0.0,1.0,5.126936946265263
218,30.0,6.0,22.0,0.0,0.0,0.0,1.0,7.250411081000745
219,26.0,3.0,13.0,1.0,1.0,0.0,1.0,3.8748339551198994
220,24.0,4.0,12.0,1.0,0.0,0.0,0.0,4.91697958074275
221,32.0,4.0,18.0,1.0,1.0,1.0,2.0,5.738196587511317
222,32.0,4.0,20.0,1.0,0.0,0.0,2.0,4.953218533366212
223,30.0,3.0,14.0,0.0,1.0,0.0,0.0,2.9170295798346575
224,33.0,4.0,17.0,0.0,0.0,1.0,1.0,4.323093834487014
225,27.0,4.0,13.0,1.0,0.0,0.0,1.0,5.249658955890847
226,23.0,3.0,21.0,0.0,1.0,1.0,1.0,3.0642277250113903
227,30.0,5.0,14.0,0.0,0.0,0.0,1.0,6.254412614282186
228,26.0,4.0,21.0,1.0,0.0,1.0,0.0,4.857756177881778
229,28.0,5.0,16.0,0.0,1.0,0.0,0.0,6.6656232965627416
230,29.0,3.0,13.0,1.0,0.0,1.0,1.0,3.74315828946848
231,36.0,4.0,14.0,1.0,0.0,0.0,1.0,5.383478652476824
232,30.0,4.0,12.0,1.0,0.0,1.0,2.0,5.960999934235508
233,36.0,4.0,25.0,1.0,0.0,0.0,1.0,5.235035063501361
234,23.0,6.0,15.0,0.0,1.0,0.0,1.0,7.74746230262342
235,24.0,6.0,16.0,0.0,0.0,0.0,2.0,7.741177199461061
236,36.0,4.0,17.0,0.0,0.0,0.0,1.0,5.359245744410971
237,25.0,4.0,14.0,0.0,0.0,0.0,1.0,5.045051385126655
238,33.0,2.0,10.0,1.0,0.0,0.0,1.0,2.625805546643155
239,29.0,4.0,9.0,0.0,0.0,0.0,1.0,5.3219931934479305
240,26.0,5.0,17.0,1.0,0.0,0.0,1.0,7.055604562918261
241,31.0,4.0,14.0,0.0,1.0,0.0,0.0,5.5079911001811945
242,26.0,4.0,21.0,1.0,0.0,1.0,1.0,4.4605064475529765
243,27.0,4.0,15.0,1.0,0.0,0.0,1.0,5.633342624096285
244,39.0,4.0,12.0,1.0,0.0,1.0,1.0,5.462168893594391
245,32.0,5.0,15.0,0.0,0.0,1.0,2.0,6.366529858385899
246,22.0,4.0,11.0,1.0,0.0,1.0,0.0,5.869314157953382
247,31.0,5.0,10.0,1.0,0.0,1.0,1.0,6.747485481925789
248,33.0,4.0,16.0,1.0,0.0,1.0,0.0,5.046561408894875
249,25.0,6.0,16.0,0.0,1.0,0.0,1.0,7.299490375492502
250,25.0,6.0,10.0,1.0,1.0,1.0,1.0,7.9562709667098215
251,30.0,3.0,13.0,1.0,0.0,1.0,1.0,4.368187034362742
252,30.0,5.0,8.0,0.0,0.0,0.0,1.0,6.7817870711735155
253,33.0,3.0,13.0,1.0,0.0,1.0,1.0,4.224448508185458
254,31.0,5.0,17.0,0.0,0.0,1.0,1.0,6.579375312219426
255,28.0,5.0,18.0,0.0,1.0,0.0,0.0,5.726545503832111
256,29.0,3.0,11.0,0.0,0.0,0.0,2.0,4.0588482388592695
257,29.0,2.0,13.0,0.0,1.0,1.0,1.0,2.7920135941787767
258,26.0,6.0,17.0,0.0,1.0,0.0,0.0,7.2391842418566315
259,30.0,5.0,13.0,0.0,0.0,1.0,1.0,5.991308393874624
260,36.0,2.0,9.0,0.0,1.0,1.0,1.0,2.12652091607523
261,28.0,5.0,8.0,1.0,0.0,1.0,1.0,7.026364540119777
262,32.0,6.0,8.0,1.0,0.0,0.0,1.0,8.137640353007164
263,35.0,3.0,14.0,1.0,0.0,0.0,1.0,3.0178180261968066
264,20.0,3.0,11.0,0.0,1.0,0.0,1.0,3.2052877651293583
265,33.0,6.0,23.0,1.0,1.0,0.0,1.0,7.799016167672007
266,36.0,3.0,8.0,0.0,1.0,1.0,1.0,3.8812285636326735
267,26.0,3.0,15.0,1.0,1.0,0.0,1.0,3.951214031791893
268,29.0,4.0,17.0,0.0,0.0,0.0,0.0,5.305114176965749
269,27.0,3.0,4.0,0.0,0.0,0.0,0.0,3.042789894986602
270,34.0,4.0,8.0,0.0,0.0,0.0,1.0,5.342557772517003
271,29.0,3.0,16.0,0.0,1.0,0.0,1.0,3.102827420893609
272,34.0,5.0,10.0,0.0,0.0,0.0,1.0,7.014000772524897
273,35.0,6.0,15.0,1.0,0.0,1.0,1.0,7.677347787770351
274,34.0,3.0,9.0,0.0,0.0,0.0,1.0,3.0777167465970425
275,35.0,3.0,11.0,0.0,0.0,0.0,1.0,3.061969435150414
276,28.0,5.0,14.0,0.0,1.0,0.0,1.0,6.3112714541192805
277,28.0,5.0,10.0,0.0,0.0,0.0,1.0,6.464786327913704
278,30.0,5.0,9.0,0.0,0.0,0.0,0.0,5.7857579806607315
279,32.0,7.0,19.0,0.0,1.0,0.0,1.0,8.98810325688218
280,26.0,4.0,20.0,0.0,0.0,0.0,1.0,4.625341014537014
281,28.0,4.0,17.0,0.0,0.0,1.0,1.0,4.425962728876775
282,23.0,3.0,16.0,1.0,0.0,1.0,1.0,3.5725491906821385
283,34.0,4.0,13.0,0.0,1.0,0.0,0.0,4.168662884967732
284,29.0,4.0,16.0,0.0,1.0,0.0,1.0,5.072876322333289
285,24.0,3.0,15.0,0.0,0.0,0.0,2.0,3.4426182252177044
286,28.0,5.0,15.0,0.0,1.0,1.0,1.0,5.511921997934221
287,28.0,2.0,12.0,0.0,0.0,1.0,2.0,2.799081593901979
288,32.0,5.0,15.0,0.0,1.0,0.0,1.0,6.0200778286879775
289,38.0,2.0,19.0,0.0,0.0,0.0,1.0,2.4986252195497416
290,26.0,3.0,11.0,1.0,0.0,1.0,1.0,2.9885417235682574
291,34.0,4.0,15.0,0.0,0.0,1.0,1.0,4.759830507136298
292,26.0,3.0,5.0,0.0,0.0,0.0,1.0,4.222043294965178
293,31.0,3.0,18.0,1.0,0.0,1.0,1.0,3.2990346750673996
294,25.0,3.0,10.0,0.0,1.0,1.0,1.0,4.146017299059355
295,30.0,4.0,10.0,1.0,1.0,1.0,1.0,4.894124806326895
296,28.0,5.0,11.0,1.0,1.0,0.0,2.0,6.185432604406499
297,28.0,3.0,11.0,1.0,0.0,0.0,1.0,3.3560837602013036
298,37.0,5.0,5.0,1.0,1.0,0.0,0.0,6.480805537590161
299,28.0,4.0,11.0,0.0,1.0,0.0,1.0,4.402684629194486
300,25.0,4.0,9.0,1.0,0.0,0.0,0.0,5.703457566625342
301,27.0,4.0,18.0,0.0,0.0,0.0,1.0,5.148740765121398
302,30.0,4.0,7.0,0.0,0.0,0.0,1.0,4.4348379292156945
303,24.0,4.0,13.0,1.0,1.0,0.0,1.0,5.007044484368521
304,43.0,5.0,16.0,0.0,1.0,0.0,0.0,6.600819585679023
305,27.0,5.0,18.0,0.0,1.0,0.0,1.0,7.203422930308916
306,33.0,3.0,16.0,1.0,0.0,0.0,2.0,3.471150836730376
307,32.0,3.0,6.0,1.0,0.0,1.0,1.0,4.253736649372284
308,36.0,4.0,21.0,0.0,1.0,1.0,0.0,5.223783459760089
309,29.0,4.0,13.0,1.0,0.0,1.0,1.0,5.711753042318905
310,27.0,4.0,16.0,0.0,0.0,0.0,0.0,5.5300328358893625
311,26.0,3.0,11.0,0.0,1.0,0.0,1.0,3.5879328852202077
312,21.0,4.0,12.0,0.0,0.0,0.0,0.0,4.8660700892416795
313,38.0,5.0,10.0,0.0,1.0,0.0,1.0,6.4493861585042165
314,27.0,5.0,20.0,1.0,1.0,0.0,1.0,6.3564853351554635
315,32.0,5.0,16.0,1.0,0.0,0.0,1.0,7.015359296053938
316,20.0,5.0,21.0,1.0,0.0,0.0,2.0,6.797308898206178
317,33.0,6.0,17.0,1.0,0.0,0.0,0.0,7.80815985246155
318,33.0,4.0,12.0,0.0,0.0,0.0,1.0,5.44654114475934
319,36.0,5.0,4.0,0.0,0.0,1.0,1.0,6.919735433747653
320,32.0,5.0,11.0,0.0,1.0,0.0,1.0,6.708921010381573
321,33.0,4.0,15.0,1.0,0.0,1.0,1.0,4.982199174491099
322,24.0,3.0,14.0,1.0,0.0,1.0,1.0,3.737859375176381
323,35.0,5.0,13.0,1.0,1.0,1.0,1.0,7.092418678926268
324,30.0,4.0,19.0,1.0,0.0,0.0,2.0,5.681731963065095
325,28.0,4.0,19.0,0.0,1.0,0.0,1.0,4.889424032056599
326,24.0,5.0,12.0,1.0,1.0,0.0,1.0,6.731382718614419
327,28.0,3.0,17.0,1.0,1.0,0.0,1.0,3.7233580781354476
328,26.0,3.0,12.0,0.0,0.0,1.0,1.0,3.3202757327409618
329,31.0,3.0,20.0,0.0,1.0,0.0,1.0,4.3253535219766555
330,26.0,4.0,11.0,1.0,0.0,0.0,1.0,5.4717718805657976
331,30.0,4.0,20.0,0.0,0.0,0.0,2.0,5.071900000184243
332,29.0,5.0,20.0,1.0,0.0,1.0,1.0,6.819966240529364
333,26.0,3.0,14.0,1.0,1.0,0.0,1.0,3.951273047472009
334,35.0,4.0,17.0,0.0,1.0,0.0,1.0,5.736570111291268
335,33.0,4.0,24.0,1.0,0.0,1.0,1.0,4.527921176379319
336,34.0,5.0,21.0,0.0,1.0,0.0,0.0,5.861295634915778
337,17.0,5.0,12.0,0.0,1.0,1.0,1.0,5.846023800031261
338,23.0,4.0,9.0,1.0,0.0,1.0,2.0,5.840753349719117
339,26.0,4.0,4.0,0.0,1.0,0.0,0.0,4.8111892416285125
340,29.0,4.0,13.0,0.0,0.0,0.0,1.0,5.3875598614100655
341,31.0,5.0,10.0,0.0,1.0,0.0,1.0,6.858633501825958
342,23.0,5.0,9.0,0.0,0.0,0.0,1.0,6.651339356337527
343,32.0,2.0,12.0,1.0,1.0,1.0,1.0,2.2799731457125736
344,28.0,4.0,15.0,0.0,0.0,0.0,1.0,4.755068933723362
345,36.0,5.0,16.0,0.0,0.0,0.0,0.0,6.214087752204659
346,32.0,6.0,16.0,1.0,1.0,0.0,1.0,8.404117321217672
347,26.0,3.0,16.0,0.0,0.0,0.0,1.0,3.3325661813987013
348,28.0,5.0,7.0,0.0,0.0,0.0,1.0,6.097881318812572
349,36.0,4.0,17.0,0.0,0.0,0.0,1.0,5.172635531448964
350,27.0,3.0,16.0,0.0,0.0,1.0,1.0,4.220381207331014
351,32.0,7.0,14.0,1.0,1.0,0.0,1.0,9.095506010939486
352,29.0,5.0,15.0,1.0,1.0,0.0,1.0,6.260811145301655
353,28.0,5.0,18.0,0.0,0.0,1.0,2.0,6.084882351639416
354,30.0,4.0,25.0,1.0,0.0,1.0,1.0,5.183877846868221
355,39.0,4.0,16.0,1.0,0.0,0.0,1.0,4.7700669059752965
356,31.0,2.0,19.0,0.0,0.0,1.0,1.0,2.003087950942315
357,34.0,4.0,16.0,1.0,0.0,0.0,1.0,5.999783821714317
358,28.0,4.0,3.0,0.0,0.0,0.0,0.0,4.792625194939091
359,25.0,3.0,21.0,0.0,0.0,0.0,1.0,3.759576926823377
360,32.0,3.0,17.0,1.0,0.0,0.0,1.0,3.2984524911626782
361,31.0,3.0,13.0,0.0,1.0,1.0,1.0,3.9241835949445774
362,28.0,2.0,16.0,0.0,0.0,0.0,0.0,2.6465377403320614
