idade,dias_semana,horas_semana,grupo_estudos,ic,trabalho_TI,periodo_trabalho,media_final
25.0,3.0,10.0,0.0,0.0,1.0,1.0,4.351152942698134
28.0,3.0,15.0,0.0,1.0,1.0,2.0,6.214589986088351
32.0,3.0,13.0,0.0,0.0,0.0,1.0,4.001224716419673
24.0,2.0,5.0,0.0,0.0,0.0,1.0,0.6930876002439685
28.0,3.0,11.0,0.0,0.0,0.0,1.0,3.3712096127005915
27.0,1.0,17.0,0.0,0.0,1.0,1.0,4.362631981070404
31.0,5.0,15.0,0.0,0.0,0.0,2.0,6.806994525757056
29.0,4.0,6.0,1.0,0.0,1.0,1.0,5.924885291610474
34.0,4.0,21.0,0.0,0.0,1.0,2.0,8.165572265728542
31.0,4.0,9.0,0.0,0.0,0.0,0.0,4.042578507669398
29.0,4.0,12.0,1.0,0.0,1.0,1.0,5.473957986770904
30.0,3.0,13.0,0.0,0.0,0.0,1.0,4.1158324960571235
22.0,2.0,18.0,0.0,0.0,1.0,1.0,4.798257274645719
28.0,6.0,17.0,0.0,1.0,1.0,1.0,9.289234306994583
29.0,5.0,10.0,0.0,0.0,1.0,1.0,6.387864731515073
28.0,3.0,18.0,1.0,0.0,1.0,0.0,6.453991702277602
26.0,4.0,10.0,0.0,1.0,0.0,1.0,4.216609430252665
25.0,3.0,10.0,1.0,0.0,0.0,1.0,2.4855879893335984
28.0,3.0,13.0,1.0,0.0,0.0,1.0,4.43695177817481
23.0,2.0,16.0,1.0,0.0,0.0,1.0,2.7253143911700164
36.0,4.0,18.0,0.0,0.0,1.0,1.0,7.487825645147778
31.0,3.0,12.0,1.0,0.0,0.0,1.0,4.2923015713804915
39.0,2.0,19.0,0.0,0.0,0.0,2.0,4.680327635636877
27.0,4.0,10.0,1.0,0.0,0.0,2.0,3.4464317649428833
20.0,2.0,14.0,1.0,0.0,1.0,1.0,3.8019810344290166
29.0,4.0,16.0,0.0,0.0,1.0,1.0,6.064377465103642
36.0,1.0,10.0,0.0,0.0,0.0,1.0,1.7765912225156248
35.0,4.0,11.0,1.0,1.0,1.0,1.0,6.4662551166527376
28.0,3.0,13.0,0.0,0.0,0.0,1.0,3.7521452551016967
28.0,5.0,16.0,0.0,0.0,1.0,1.0,7.926492672091269
28.0,4.0,16.0,1.0,0.0,0.0,2.0,4.592952700621851
26.0,3.0,14.0,0.0,1.0,0.0,2.0,4.1429795548784085
36.0,4.0,18.0,0.0,1.0,0.0,1.0,6.388584116442345
39.0,3.0,13.0,0.0,0.0,1.0,1.0,6.023058592503383
28.0,3.0,17.0,0.0,0.0,0.0,2.0,5.163529367058949
36.0,4.0,6.0,1.0,0.0,0.0,1.0,4.013935532899941
32.0,2.0,11.0,0.0,0.0,0.0,1.0,2.6743730989145473
33.0,3.0,16.0,0.0,0.0,1.0,1.0,6.5328465922484735
33.0,4.0,9.0,0.0,0.0,0.0,0.0,4.083141546529934
28.0,2.0,8.0,0.0,0.0,1.0,0.0,2.811938000209601
28.0,2.0,13.0,0.0,1.0,0.0,2.0,2.164874039408482
34.0,2.0,16.0,0.0,0.0,1.0,1.0,5.336352973085859
27.0,5.0,18.0,0.0,1.0,0.0,1.0,5.9254271159159835
38.0,4.0,18.0,0.0,1.0,0.0,1.0,6.705477952533784
33.0,3.0,19.0,1.0,0.0,1.0,1.0,7.243186425933226
26.0,4.0,14.0,1.0,0.0,1.0,0.0,6.326041152346392
36.0,3.0,11.0,0.0,0.0,1.0,1.0,6.023438821269637
33.0,4.0,15.0,1.0,1.0,0.0,2.0,5.6857171273082
30.0,2.0,21.0,0.0,1.0,0.0,1.0,5.266989854180357
26.0,2.0,7.0,1.0,1.0,0.0,1.0,1.7382612799280754
30.0,3.0,17.0,0.0,1.0,0.0,1.0,4.444483356074701
35.0,4.0,23.0,0.0,1.0,1.0,1.0,8.64811568943345
28.0,2.0,20.0,0.0,1.0,0.0,1.0,5.106158804574446
28.0,6.0,21.0,0.0,0.0,0.0,1.0,7.894256702102558
36.0,2.0,20.0,0.0,0.0,1.0,1.0,5.8409127319918985
24.0,3.0,10.0,0.0,1.0,0.0,1.0,2.770639740229816
29.0,2.0,19.0,0.0,1.0,1.0,1.0,5.813553591461078
37.0,3.0,18.0,0.0,0.0,0.0,1.0,5.23133620399024
23.0,3.0,11.0,0.0,0.0,1.0,0.0,5.711352426398962
24.0,3.0,17.0,0.0,1.0,1.0,1.0,6.114743931911018
32.0,4.0,21.0,0.0,0.0,0.0,1.0,6.543407672798209
32.0,2.0,9.0,0.0,0.0,0.0,1.0,1.5820500535180595
31.0,3.0,14.0,1.0,1.0,0.0,1.0,4.283089555319616
30.0,3.0,8.0,1.0,1.0,1.0,1.0,4.491094295860496
30.0,2.0,21.0,0.0,0.0,0.0,1.0,5.18509917286706
26.0,3.0,22.0,0.0,1.0,0.0,1.0,6.677542178827187
34.0,4.0,20.0,1.0,0.0,0.0,1.0,5.915942606923805
32.0,5.0,16.0,0.0,1.0,0.0,1.0,4.634807544871507
33.0,3.0,18.0,1.0,1.0,1.0,2.0,6.058809116736089
34.0,4.0,16.0,1.0,0.0,1.0,1.0,7.602449197100808
31.0,5.0,11.0,1.0,1.0,0.0,1.0,5.084778668323595
30.0,3.0,17.0,0.0,0.0,1.0,1.0,6.2479115180584754
26.0,4.0,17.0,1.0,1.0,0.0,2.0,6.580754042333709
30.0,3.0,15.0,0.0,1.0,1.0,1.0,7.627419824663775
29.0,3.0,15.0,0.0,0.0,1.0,2.0,5.183012660971162
30.0,4.0,24.0,1.0,1.0,1.0,1.0,7.968449556136342
21.0,2.0,22.0,1.0,0.0,0.0,0.0,4.960771241647674
30.0,3.0,19.0,1.0,1.0,0.0,1.0,4.833321528757816
21.0,3.0,9.0,0.0,0.0,0.0,1.0,2.5938723494542026
28.0,5.0,25.0,1.0,0.0,0.0,1.0,9.299977782117107
31.0,3.0,13.0,1.0,0.0,0.0,2.0,4.850581484843725
27.0,2.0,11.0,0.0,0.0,0.0,1.0,2.422589167846007
23.0,1.0,8.0,0.0,0.0,0.0,2.0,1.4220867349101347
36.0,3.0,6.0,0.0,1.0,0.0,0.0,3.2722986803472955
42.0,3.0,15.0,1.0,0.0,0.0,1.0,2.525387587987098
30.0,3.0,14.0,0.0,1.0,0.0,1.0,4.981681997930433
28.0,1.0,20.0,0.0,0.0,1.0,1.0,4.648761499629819
35.0,2.0,12.0,0.0,0.0,1.0,1.0,4.994420810278096
25.0,2.0,8.0,1.0,0.0,0.0,1.0,0.883320526629765
38.0,3.0,21.0,0.0,0.0,1.0,1.0,7.0280549707210245
28.0,3.0,11.0,0.0,0.0,0.0,1.0,4.147308026640812
28.0,4.0,10.0,0.0,0.0,1.0,1.0,5.882849732398718
37.0,3.0,13.0,0.0,0.0,0.0,2.0,4.895157447120987
27.0,3.0,19.0,1.0,0.0,1.0,1.0,6.760877113389448
34.0,2.0,13.0,0.0,0.0,1.0,2.0,4.881423449091432
23.0,3.0,21.0,1.0,0.0,0.0,1.0,5.533233914773029
34.0,2.0,19.0,0.0,1.0,1.0,0.0,5.559650479653969
25.0,3.0,17.0,0.0,0.0,1.0,1.0,7.252202762592585
28.0,2.0,19.0,0.0,0.0,0.0,1.0,5.1589551692321685
26.0,4.0,18.0,0.0,0.0,0.0,0.0,5.98276617598532
28.0,3.0,18.0,1.0,1.0,0.0,0.0,4.974961939803473
26.0,2.0,21.0,0.0,0.0,0.0,1.0,3.277985630224017
29.0,4.0,24.0,1.0,1.0,1.0,0.0,9.697346434508086
34.0,4.0,17.0,0.0,0.0,0.0,0.0,5.0269932899112
26.0,4.0,13.0,0.0,0.0,1.0,1.0,6.5256245369793024
35.0,4.0,15.0,0.0,0.0,0.0,1.0,4.950217459125416
30.0,3.0,15.0,1.0,1.0,1.0,1.0,7.072495892929608
22.0,3.0,22.0,0.0,0.0,1.0,1.0,6.802325105993161
27.0,3.0,14.0,0.0,1.0,0.0,1.0,3.9785830577597703
39.0,3.0,26.0,1.0,0.0,0.0,1.0,6.015135735617071
30.0,3.0,18.0,0.0,0.0,0.0,1.0,5.023571277005091
32.0,2.0,18.0,0.0,0.0,0.0,1.0,4.811648757072964
25.0,1.0,11.0,0.0,1.0,1.0,1.0,2.5388333497548423
27.0,3.0,9.0,0.0,0.0,0.0,2.0,2.762479883045886
37.0,5.0,18.0,1.0,0.0,0.0,1.0,6.86205585127452
40.0,2.0,15.0,0.0,0.0,0.0,1.0,4.467097553361183
28.0,3.0,9.0,1.0,0.0,1.0,1.0,5.501931117673703
30.0,3.0,14.0,0.0,0.0,1.0,1.0,5.866325459452764
28.0,3.0,15.0,1.0,1.0,1.0,1.0,6.577567887604102
35.0,3.0,8.0,1.0,0.0,0.0,1.0,2.663535729535097
34.0,2.0,17.0,0.0,1.0,0.0,2.0,3.1142459374559945
22.0,5.0,16.0,0.0,0.0,1.0,0.0,7.185137118753401
30.0,4.0,13.0,0.0,0.0,1.0,1.0,7.35818402903832
26.0,2.0,20.0,0.0,0.0,0.0,2.0,5.246716417161572
26.0,4.0,12.0,0.0,0.0,0.0,1.0,5.1920160500571315
27.0,4.0,7.0,1.0,0.0,0.0,0.0,3.7993279913572198
28.0,4.0,15.0,0.0,1.0,0.0,2.0,6.145750004160685
45.0,4.0,22.0,0.0,1.0,1.0,1.0,8.889201988866951
30.0,4.0,8.0,1.0,0.0,0.0,2.0,4.416225611646365
25.0,4.0,16.0,1.0,1.0,0.0,0.0,6.5009846518315575
32.0,3.0,19.0,0.0,0.0,0.0,1.0,5.351847185357137
33.0,4.0,17.0,0.0,1.0,1.0,1.0,6.687570826993183
23.0,2.0,17.0,0.0,0.0,0.0,0.0,2.795544050308433
31.0,3.0,7.0,0.0,1.0,1.0,1.0,4.581121294542126
30.0,2.0,11.0,0.0,0.0,1.0,1.0,5.333686575122679
29.0,3.0,16.0,1.0,0.0,1.0,1.0,6.236193507144833
34.0,3.0,14.0,1.0,0.0,0.0,1.0,4.605132634613139
24.0,4.0,8.0,1.0,1.0,1.0,1.0,5.125301477397625
24.0,7.0,13.0,0.0,0.0,1.0,1.0,9.300776511787776
23.0,4.0,7.0,1.0,0.0,1.0,1.0,4.7833718773121365
37.0,4.0,14.0,0.0,0.0,0.0,1.0,6.305901904488028
32.0,5.0,14.0,1.0,1.0,0.0,1.0,6.498977076912789
33.0,3.0,12.0,0.0,1.0,0.0,0.0,4.799675989840939
18.0,4.0,24.0,0.0,1.0,0.0,0.0,6.632928406108407
27.0,4.0,14.0,1.0,0.0,0.0,1.0,4.797023454585255
26.0,3.0,5.0,0.0,0.0,0.0,1.0,2.200054573390766
33.0,3.0,4.0,0.0,0.0,0.0,0.0,0.7023164874460273
30.0,5.0,14.0,0.0,1.0,0.0,2.0,6.4281144963362635
27.0,3.0,18.0,1.0,1.0,0.0,1.0,5.6141280735934815
29.0,4.0,21.0,0.0,0.0,0.0,1.0,7.192938473306533
22.0,3.0,18.0,0.0,0.0,0.0,1.0,5.457992169174375
32.0,1.0,15.0,0.0,0.0,1.0,1.0,4.270391432961809
24.0,1.0,19.0,0.0,0.0,1.0,1.0,4.595654898375087
31.0,4.0,16.0,0.0,1.0,0.0,2.0,6.5479644733623665
32.0,3.0,19.0,1.0,0.0,1.0,1.0,7.577137525373762
34.0,4.0,18.0,1.0,0.0,0.0,1.0,7.123271125406689
27.0,3.0,16.0,0.0,1.0,1.0,1.0,6.97247167543875
41.0,4.0,14.0,0.0,1.0,1.0,2.0,6.056607120046914
22.0,3.0,14.0,1.0,0.0,1.0,1.0,5.73861443079774
32.0,3.0,14.0,0.0,0.0,1.0,1.0,5.008574033665547
36.0,2.0,22.0,1.0,1.0,1.0,2.0,5.847205212425388
36.0,3.0,16.0,0.0,1.0,1.0,0.0,7.512180385418276
32.0,2.0,15.0,0.0,0.0,1.0,1.0,5.5062698921685
29.0,3.0,16.0,1.0,1.0,1.0,1.0,5.743915376174943
31.0,3.0,20.0,1.0,0.0,0.0,1.0,4.807435596364073
30.0,3.0,18.0,1.0,0.0,0.0,0.0,2.4894945697767716
39.0,3.0,16.0,0.0,1.0,0.0,2.0,4.161711928551515
35.0,3.0,16.0,1.0,0.0,0.0,1.0,3.5654658068959106
28.0,2.0,16.0,0.0,0.0,0.0,0.0,4.1338572895410906
36.0,4.0,21.0,0.0,0.0,1.0,2.0,8.943025880582239
30.0,3.0,10.0,0.0,0.0,1.0,0.0,4.175133532110876
29.0,4.0,20.0,1.0,1.0,1.0,1.0,8.31988905989593
31.0,4.0,6.0,1.0,1.0,0.0,0.0,1.5764708382323538
32.0,3.0,21.0,0.0,0.0,0.0,2.0,5.824268018027665
38.0,3.0,18.0,1.0,1.0,0.0,1.0,4.735798054158768
24.0,4.0,28.0,0.0,1.0,1.0,1.0,9.309573583308953
40.0,2.0,23.0,1.0,0.0,0.0,1.0,5.970571753471782
35.0,1.0,12.0,0.0,1.0,0.0,1.0,2.20233847647117
26.0,2.0,16.0,0.0,0.0,0.0,1.0,4.211854694047065
31.0,5.0,6.0,0.0,0.0,1.0,1.0,5.866839931701591
32.0,2.0,17.0,0.0,1.0,0.0,1.0,4.408981195643322
31.0,4.0,16.0,0.0,1.0,0.0,1.0,4.495748450685161
25.0,3.0,8.0,0.0,0.0,0.0,1.0,2.3983927839592534
31.0,4.0,10.0,1.0,1.0,1.0,1.0,5.151467067710601
31.0,3.0,8.0,0.0,0.0,1.0,1.0,4.46266229548041
31.0,3.0,14.0,0.0,1.0,1.0,2.0,4.814190833140191
29.0,2.0,9.0,0.0,1.0,0.0,1.0,2.132542414483779
27.0,4.0,17.0,0.0,0.0,0.0,1.0,6.093013668038849
31.0,4.0,12.0,0.0,0.0,0.0,1.0,5.288001228873013
27.0,3.0,22.0,1.0,0.0,1.0,1.0,6.44405188811164
26.0,3.0,8.0,1.0,0.0,0.0,1.0,3.3797905039737115
23.0,2.0,18.0,0.0,0.0,1.0,1.0,6.002419727068879
32.0,5.0,17.0,0.0,0.0,1.0,1.0,7.885376793249052
36.0,2.0,19.0,0.0,0.0,0.0,0.0,4.73008994327812
28.0,4.0,13.0,1.0,0.0,1.0,1.0,6.416711166440772
26.0,5.0,13.0,0.0,0.0,0.0,1.0,6.367020821229012
31.0,3.0,17.0,1.0,1.0,0.0,1.0,4.762688120131259
34.0,4.0,20.0,0.0,0.0,0.0,1.0,5.204776004649709
23.0,3.0,14.0,1.0,1.0,0.0,2.0,5.073741146687974
34.0,3.0,20.0,0.0,1.0,1.0,1.0,8.167088297740966
24.0,2.0,16.0,1.0,0.0,0.0,1.0,1.8345943115881505
30.0,5.0,14.0,0.0,1.0,0.0,2.0,6.47283956947869
29.0,4.0,12.0,1.0,1.0,1.0,1.0,6.953177207445059
20.0,4.0,20.0,1.0,1.0,0.0,1.0,6.864044423940933
42.0,3.0,11.0,1.0,1.0,1.0,0.0,5.550530192779328
38.0,3.0,19.0,0.0,1.0,1.0,0.0,7.3368878440921295
34.0,3.0,16.0,0.0,1.0,1.0,1.0,5.929053364607902
31.0,4.0,16.0,0.0,1.0,0.0,1.0,6.031108536700901
30.0,3.0,7.0,0.0,1.0,0.0,1.0,1.4663614978982302
26.0,2.0,18.0,1.0,0.0,0.0,1.0,5.030335796117319
32.0,3.0,20.0,1.0,0.0,1.0,1.0,6.980665767156595
33.0,5.0,20.0,0.0,1.0,1.0,0.0,8.398596684542445
28.0,2.0,14.0,0.0,0.0,0.0,1.0,3.9340454029889376
25.0,2.0,25.0,0.0,0.0,1.0,0.0,7.875403092747787
42.0,5.0,18.0,0.0,0.0,0.0,1.0,6.065586425287336
32.0,4.0,18.0,0.0,0.0,1.0,1.0,7.22148614575
26.0,3.0,19.0,0.0,0.0,0.0,1.0,5.076416696530449
29.0,3.0,7.0,1.0,0.0,1.0,2.0,3.941997422464578
24.0,4.0,20.0,0.0,1.0,0.0,1.0,5.789549410516614
29.0,3.0,15.0,1.0,0.0,0.0,1.0,4.047055346917252
31.0,2.0,19.0,1.0,0.0,0.0,1.0,4.9752040060975595
25.0,2.0,10.0,1.0,0.0,0.0,1.0,2.6890314028820295
31.0,2.0,19.0,1.0,0.0,1.0,1.0,6.805195796087108
28.0,3.0,15.0,0.0,0.0,0.0,1.0,5.424054158734465
31.0,3.0,17.0,1.0,0.0,0.0,0.0,5.374690975728104
36.0,3.0,10.0,0.0,0.0,0.0,1.0,3.521928163538977
30.0,4.0,19.0,0.0,1.0,0.0,1.0,6.935608857869679
32.0,3.0,12.0,0.0,0.0,0.0,0.0,2.529826375003205
35.0,3.0,13.0,0.0,1.0,0.0,1.0,3.6455999204040257
34.0,2.0,20.0,0.0,1.0,1.0,1.0,7.673230278315964
28.0,3.0,18.0,0.0,0.0,0.0,1.0,6.199409704679298
27.0,2.0,14.0,0.0,0.0,0.0,1.0,2.892351941861775
27.0,4.0,17.0,1.0,1.0,1.0,1.0,6.972226583318804
26.0,2.0,10.0,0.0,0.0,1.0,1.0,2.801022845028684
40.0,3.0,19.0,0.0,1.0,0.0,2.0,5.728324790710381
26.0,6.0,14.0,0.0,0.0,0.0,2.0,5.449557502651891
29.0,4.0,20.0,1.0,0.0,1.0,0.0,8.785994492098151
37.0,3.0,19.0,0.0,1.0,0.0,1.0,5.499625120972758
30.0,4.0,15.0,0.0,1.0,0.0,1.0,6.050477860149705
24.0,2.0,14.0,1.0,0.0,1.0,1.0,4.366405942624983
37.0,5.0,18.0,0.0,1.0,1.0,1.0,9.864941746931066
24.0,3.0,14.0,0.0,0.0,0.0,2.0,3.9680634277067863
26.0,3.0,13.0,0.0,0.0,0.0,1.0,2.9461285189863378
38.0,2.0,14.0,1.0,1.0,0.0,1.0,4.381274371892609
35.0,3.0,19.0,0.0,0.0,0.0,1.0,5.137887096695881
20.0,2.0,13.0,1.0,0.0,0.0,2.0,2.523702914825448
29.0,4.0,13.0,0.0,1.0,0.0,1.0,4.276297937717469
29.0,3.0,17.0,1.0,1.0,1.0,1.0,6.383384608784466
31.0,4.0,16.0,0.0,0.0,1.0,1.0,6.806663534447192
27.0,3.0,17.0,0.0,0.0,0.0,1.0,5.743802907931547
30.0,2.0,19.0,1.0,0.0,0.0,2.0,2.569908152357234
30.0,4.0,12.0,0.0,1.0,0.0,1.0,4.978941206412785
31.0,4.0,12.0,1.0,1.0,1.0,1.0,7.09161524762569
21.0,4.0,16.0,0.0,1.0,0.0,1.0,5.98951899597515
33.0,2.0,13.0,0.0,0.0,0.0,1.0,0.5920050640901771
35.0,3.0,11.0,0.0,1.0,1.0,1.0,5.099942904571629
29.0,4.0,9.0,0.0,0.0,1.0,0.0,4.855632722203142
31.0,3.0,25.0,1.0,0.0,0.0,2.0,6.988838801079166
20.0,4.0,15.0,1.0,0.0,0.0,1.0,5.667325425088396
30.0,3.0,22.0,0.0,0.0,1.0,1.0,9.491904355875317
35.0,3.0,18.0,0.0,0.0,0.0,0.0,4.34944856162149
32.0,4.0,10.0,1.0,0.0,1.0,1.0,5.307806908906602
37.0,4.0,13.0,0.0,1.0,0.0,1.0,3.7444236469140453
31.0,3.0,19.0,1.0,0.0,0.0,1.0,5.742824552331472
36.0,1.0,11.0,0.0,1.0,1.0,1.0,3.7997146128223944
25.0,3.0,18.0,1.0,1.0,1.0,0.0,5.92413439382639
29.0,4.0,18.0,0.0,1.0,0.0,1.0,6.422548304144734
33.0,3.0,16.0,0.0,1.0,1.0,1.0,5.380497276100309
30.0,1.0,18.0,1.0,0.0,0.0,2.0,2.0048789083564533
34.0,2.0,1.0,1.0,1.0,1.0,1.0,3.764432249735802
27.0,2.0,20.0,0.0,0.0,0.0,0.0,3.84743380468214
29.0,4.0,16.0,1.0,1.0,0.0,2.0,4.964552136320198
26.0,4.0,14.0,1.0,0.0,1.0,0.0,5.725864167784189
34.0,3.0,9.0,0.0,1.0,0.0,1.0,1.9795463715654384
30.0,3.0,14.0,0.0,1.0,0.0,2.0,5.460568908623536
35.0,4.0,23.0,1.0,0.0,0.0,1.0,8.528081662468331
33.0,4.0,10.0,0.0,1.0,0.0,1.0,3.7024849608625665
20.0,3.0,9.0,0.0,1.0,0.0,1.0,3.5117213720490357
26.0,2.0,12.0,0.0,0.0,0.0,1.0,3.6238636791774854
24.0,4.0,12.0,0.0,0.0,1.0,1.0,5.906809826367157
